year,month,day,hour,minute,second,max_vert_acc,source_file
2025.0,1.0,9.0,22.0,51.0,9.0,0.14,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209363_OY-GRP_09_01_25_53_22.csv
2025.0,1.0,10.0,12.0,35.0,13.0,0.15999999999999992,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209382_OY-GRH_10_01_25_36_12.csv
2025.0,1.0,10.0,13.0,9.0,43.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209384_OY-GRO_10_01_25_12_13.csv
2025.0,1.0,10.0,13.0,6.0,3.0,0.18000000000000005,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209385_OY-GRK_10_01_25_09_13.csv
2025.0,1.0,10.0,13.0,13.0,7.0,0.17000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209387_OY-GRM_10_01_25_15_13.csv
2025.0,1.0,10.0,16.0,18.0,43.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209393_OY-GRO_10_01_25_20_16.csv
2025.0,1.0,10.0,12.0,24.0,30.0,0.16000000000000003,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209394_OY-GRP_10_01_25_27_12.csv
2025.0,1.0,10.0,16.0,52.0,16.0,0.15999999999999992,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209396_OY-GRP_10_01_25_55_16.csv
2025.0,1.0,10.0,18.0,44.0,32.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209409_OY-GRM_10_01_25_46_18.csv
2025.0,1.0,4.0,17.0,3.0,26.0,0.42999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209443_OY-GRR_04_01_25_46_16.csv
2025.0,1.0,4.0,19.0,48.0,36.0,0.1100000000000001,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209444_OY-GRR_04_01_25_22_19.csv
2025.0,1.0,5.0,12.0,50.0,50.0,0.21999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209446_OY-GRR_05_01_25_41_12.csv
2025.0,1.0,5.0,17.0,50.0,28.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209448_OY-GRR_05_01_25_42_17.csv
2025.0,1.0,5.0,19.0,39.0,29.0,0.31000000000000005,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209450_OY-GRR_05_01_25_38_19.csv
2025.0,1.0,6.0,13.0,42.0,24.0,0.3999999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209452_OY-GRR_06_01_25_35_13.csv
2025.0,1.0,6.0,17.0,51.0,2.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209454_OY-GRR_06_01_25_44_17.csv
2025.0,1.0,6.0,23.0,16.0,51.0,0.31000000000000005,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209456_OY-GRR_06_01_25_09_23.csv
2025.0,1.0,7.0,13.0,10.0,53.0,0.20999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209458_OY-GRR_07_01_25_03_13.csv
2025.0,1.0,7.0,17.0,23.0,26.0,0.3600000000000001,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209460_OY-GRR_07_01_25_09_17.csv
2025.0,1.0,7.0,20.0,37.0,8.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209462_OY-GRR_07_01_25_32_20.csv
2025.0,1.0,7.0,23.0,29.0,17.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209464_OY-GRR_07_01_25_20_23.csv
2025.0,1.0,8.0,12.0,39.0,11.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209466_OY-GRR_08_01_25_29_12.csv
2025.0,1.0,8.0,22.0,12.0,15.0,0.29000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209468_OY-GRR_08_01_25_42_21.csv
2025.0,1.0,9.0,21.0,11.0,17.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209470_OY-GRR_09_01_25_59_20.csv
2025.0,1.0,10.0,12.0,28.0,31.0,0.25,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209472_OY-GRR_10_01_25_21_12.csv
2025.0,1.0,10.0,18.0,28.0,34.0,0.29000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209475_OY-GRR_10_01_25_24_18.csv
2025.0,1.0,10.0,22.0,2.0,38.0,0.31000000000000005,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209478_OY-GRP_10_01_25_03_22.csv
2025.0,1.0,10.0,22.0,51.0,18.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209480_OY-GRO_10_01_25_53_22.csv
2025.0,1.0,11.0,12.0,50.0,58.0,0.3600000000000001,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209482_OY-GRM_11_01_25_53_12.csv
2025.0,1.0,11.0,15.0,20.0,55.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209494_OY-GRH_11_01_25_22_15.csv
2025.0,1.0,11.0,15.0,24.0,35.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209495_OY-GRO_11_01_25_27_15.csv
2025.0,1.0,11.0,18.0,26.0,27.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209506_OY-GRO_11_01_25_29_18.csv
2025.0,1.0,12.0,16.0,49.0,37.0,0.24,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209528_OY-GRM_12_01_25_50_16.csv
2025.0,1.0,13.0,12.0,9.0,39.0,0.29000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209531_OY-GRP_13_01_25_12_12.csv
2025.0,1.0,13.0,12.0,15.0,3.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209532_OY-GRO_13_01_25_17_12.csv
2025.0,1.0,13.0,12.0,19.0,9.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209533_OY-GRH_13_01_25_22_12.csv
2025.0,1.0,13.0,13.0,57.0,16.0,0.16999999999999993,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209536_OY-GRM_13_01_25_59_13.csv
2025.0,1.0,13.0,16.0,21.0,22.0,0.22999999999999998,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209539_OY-GRM_13_01_25_23_16.csv
2025.0,1.0,13.0,17.0,21.0,42.0,0.21999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209542_OY-GRP_13_01_25_23_17.csv
2025.0,1.0,13.0,20.0,2.0,4.0,0.1299999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209560_OY-GRP_13_01_25_05_20.csv
2025.0,1.0,13.0,22.0,39.0,43.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209562_OY-GRH_13_01_25_42_22.csv
2025.0,1.0,14.0,12.0,14.0,49.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209567_OY-GRH_14_01_25_16_12.csv
2025.0,1.0,14.0,15.0,20.0,51.0,0.15999999999999992,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209571_OY-GRH_14_01_25_21_15.csv
2025.0,1.0,14.0,15.0,22.0,11.0,0.21999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209573_OY-GRO_14_01_25_26_15.csv
2025.0,1.0,14.0,15.0,31.0,22.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209574_OY-GRM_14_01_25_33_15.csv
2025.0,1.0,14.0,15.0,37.0,26.0,0.15999999999999992,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209580_OY-GRK_14_01_25_39_15.csv
2025.0,1.0,14.0,20.0,35.0,56.0,0.17999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209611_OY-GRO_14_01_25_37_20.csv
2025.0,1.0,14.0,19.0,17.0,21.0,0.1399999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209613_OY-GRP_14_01_25_20_19.csv
2025.0,1.0,14.0,23.0,24.0,5.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209618_OY-GRH_14_01_25_26_23.csv
2025.0,1.0,15.0,15.0,44.0,59.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209625_OY-GRH_15_01_25_45_15.csv
2025.0,1.0,15.0,22.0,24.0,20.0,0.4099999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209653_OY-GRO_15_01_25_26_22.csv
2025.0,1.0,16.0,12.0,5.0,58.0,0.18000000000000005,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209657_OY-GRH_16_01_25_07_12.csv
2025.0,1.0,16.0,15.0,11.0,26.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209660_OY-GRH_16_01_25_13_15.csv
2025.0,1.0,16.0,15.0,32.0,0.0,0.20999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209661_OY-GRK_16_01_25_33_15.csv
2025.0,1.0,16.0,18.0,58.0,43.0,0.17000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209677_OY-GRP_16_01_25_59_18.csv
2025.0,1.0,16.0,19.0,6.0,6.0,0.22999999999999998,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209678_OY-GRH_16_01_25_08_19.csv
2025.0,1.0,17.0,12.0,46.0,34.0,0.17999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209697_OY-GRK_17_01_25_47_12.csv
2025.0,1.0,17.0,13.0,12.0,55.0,0.3799999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209699_OY-GRO_17_01_25_13_13.csv
2025.0,1.0,17.0,14.0,14.0,49.0,0.20999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209701_OY-GRM_17_01_25_16_14.csv
2025.0,1.0,17.0,15.0,47.0,9.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209703_OY-GRH_17_01_25_49_15.csv
2025.0,1.0,17.0,17.0,41.0,16.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209713_OY-GRO_17_01_25_43_17.csv
2025.0,1.0,17.0,19.0,33.0,58.0,0.30000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209748_OY-GRK_17_01_25_34_19.csv
2025.0,1.0,17.0,20.0,22.0,12.0,0.21999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209752_OY-GRP_17_01_25_24_20.csv
2025.0,1.0,17.0,23.0,50.0,33.0,0.24,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209755_OY-GRO_17_01_25_56_23.csv
2025.0,1.0,17.0,23.0,38.0,12.0,0.21999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209756_OY-GRK_17_01_25_40_23.csv
2025.0,1.0,13.0,13.0,13.0,11.0,0.28,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209758_OY-GRR_13_01_25_07_13.csv
2025.0,1.0,13.0,19.0,50.0,2.0,0.17999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209761_OY-GRR_13_01_25_42_19.csv
2025.0,1.0,14.0,15.0,34.0,37.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209763_OY-GRR_14_01_25_20_15.csv
2025.0,1.0,14.0,20.0,57.0,42.0,0.33999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209765_OY-GRR_14_01_25_44_20.csv
2025.0,1.0,15.0,18.0,12.0,0.0,0.42000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209768_OY-GRR_15_01_25_52_17.csv
2025.0,1.0,16.0,10.0,56.0,16.0,0.30000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209770_OY-GRR_16_01_25_50_10.csv
2025.0,1.0,16.0,15.0,9.0,13.0,0.45999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209772_OY-GRR_16_01_25_58_14.csv
2025.0,1.0,17.0,19.0,2.0,52.0,0.33999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209775_OY-GRR_17_01_25_54_18.csv
2025.0,1.0,18.0,12.0,21.0,21.0,0.26,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209778_OY-GRG_18_01_25_23_12.csv
2025.0,1.0,18.0,14.0,14.0,8.0,0.32000000000000006,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209782_OY-GRK_18_01_25_16_14.csv
2025.0,1.0,18.0,15.0,28.0,15.0,0.33000000000000007,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209783_OY-GRO_18_01_25_30_15.csv
2025.0,1.0,18.0,15.0,37.0,3.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209784_OY-GRG_18_01_25_39_15.csv
2025.0,1.0,18.0,15.0,10.0,13.0,0.24,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209787_OY-GRM_18_01_25_12_15.csv
2025.0,1.0,18.0,19.0,13.0,2.0,0.30000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209807_OY-GRO_18_01_25_16_19.csv
2025.0,1.0,22.0,13.0,14.0,44.0,0.25,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209848_OY-GRH_22_01_25_15_13.csv
2025.0,1.0,22.0,15.0,31.0,42.0,1.06,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209853_OY-GRK_22_01_25_32_15.csv
2025.0,1.0,22.0,14.0,43.0,13.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209859_OY-GRP_22_01_25_45_14.csv
2025.0,1.0,22.0,17.0,59.0,25.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209861_OY-GRG_22_01_25_01_18.csv
2025.0,1.0,22.0,19.0,25.0,53.0,0.25,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209897_OY-GRK_22_01_25_26_19.csv
2025.0,1.0,22.0,20.0,46.0,33.0,0.32000000000000006,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209902_OY-GRP_22_01_25_48_20.csv
2025.0,1.0,22.0,23.0,3.0,38.0,0.30000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209904_OY-GRH_22_01_25_04_23.csv
2025.0,1.0,23.0,11.0,11.0,37.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209907_OY-GRO_23_01_25_12_11.csv
2025.0,1.0,23.0,12.0,48.0,31.0,0.1299999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209919_OY-GRH_23_01_25_49_12.csv
2025.0,1.0,23.0,14.0,55.0,45.0,0.18999999999999995,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209930_OY-GRG_23_01_25_57_14.csv
2025.0,1.0,23.0,15.0,21.0,1.0,0.17999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209931_OY-GRO_23_01_25_23_15.csv
2025.0,1.0,23.0,15.0,43.0,27.0,0.29000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209933_OY-GRH_23_01_25_48_15.csv
2025.0,1.0,23.0,18.0,28.0,47.0,0.22999999999999998,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209939_OY-GRO_23_01_25_29_18.csv
2025.0,1.0,23.0,19.0,17.0,38.0,0.1399999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209940_OY-GRP_23_01_25_18_19.csv
2025.0,1.0,23.0,20.0,35.0,40.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209965_OY-GRH_23_01_25_36_20.csv
2025.0,1.0,24.0,12.0,55.0,46.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209972_OY-GRG_24_01_25_57_12.csv
2025.0,1.0,24.0,13.0,6.0,28.0,0.16000000000000003,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209973_OY-GRH_24_01_25_07_13.csv
2025.0,1.0,24.0,13.0,10.0,51.0,0.4099999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209974_OY-GRK_24_01_25_11_13.csv
2025.0,1.0,24.0,16.0,38.0,7.0,0.24,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 209979_OY-GRP_24_01_25_39_16.csv
2025.0,1.0,24.0,20.0,46.0,57.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210005_OY-GRO_24_01_25_47_20.csv
2025.0,1.0,13.0,13.0,13.0,11.0,0.28,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210008_OY-GRR_13_01_25_07_13.csv
2025.0,1.0,13.0,19.0,50.0,2.0,0.17999999999999994,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210010_OY-GRR_13_01_25_42_19.csv
2025.0,1.0,14.0,13.0,15.0,44.0,0.3700000000000001,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210011_OY-GRR_14_01_25_14_12.csv
2025.0,1.0,14.0,15.0,34.0,37.0,0.19999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210012_OY-GRR_14_01_25_20_15.csv
2025.0,1.0,14.0,20.0,57.0,42.0,0.33999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210014_OY-GRR_14_01_25_44_20.csv
2025.0,1.0,15.0,18.0,12.0,0.0,0.42000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210017_OY-GRR_15_01_25_52_17.csv
2025.0,1.0,16.0,10.0,56.0,16.0,0.30000000000000004,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210019_OY-GRR_16_01_25_50_10.csv
2025.0,1.0,16.0,15.0,9.0,13.0,0.45999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210021_OY-GRR_16_01_25_58_14.csv
2025.0,1.0,17.0,19.0,2.0,52.0,0.33999999999999997,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210024_OY-GRR_17_01_25_54_18.csv
2025.0,1.0,18.0,18.0,48.0,46.0,0.25,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210026_OY-GRR_18_01_25_44_18.csv
2025.0,1.0,24.0,15.0,11.0,56.0,0.1499999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210029_OY-GRR_24_01_25_03_15.csv
2025.0,1.0,24.0,19.0,24.0,12.0,0.20999999999999996,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210032_OY-GRR_24_01_25_22_19.csv
2025.0,1.0,24.0,21.0,42.0,34.0,0.1399999999999999,/Users/rasmus/Desktop/Fysik/AppliedML2026/Final_project_data/data/ML_data/NBI/FDM data/Arrivals/Nuuk Arrival_ 210034_OY-GRK_24_01_25_43_21.csv
